reviews,sentiments,predictions,correctness
My 2 year old niece LOVES these shoes.  She is at that very independant stage and throws a fit every time we try to put her in a shopping cart.  These are perfect!  When she walks in a store...we always know where she is.  The best part is that walking in to places everyone looks around to see where the sound is coming from.  People can't help but smile when they see her squeaking along.  Beyond being fun - these shoes are terrific.  They have a nice wide toe box and they are easy to put on.  They are very sturdy and a great value considering many discount stores sell shoes that are higher priced for less quality and that is if you can find the shoes.  These are absolutely the best combination of good value for the money,1,1,1
"great pants,large cut allows for shrinkage,wash well,high quality product at a really low price",1,1,1
Good product. The colors are all very similar when held up next to each other so you don't need to order one of each,1,1,1
"The collar stays are great!  They came in a convenient little container, and now I'm not searching all over the laundry room floor for the collar stays that fell out of my husband's dress shirts.  The different lengths were helpful because he has different style shirts, and the collar stays came very quickly",1,1,1
These shoes are very comfortable and have a rugged sole.  I use them as business casual shoes as well because they are discreet enough.,1,1,1
"I bought this robe and the silk pajamas for my boyfriend for Valentine's Day, both in a size large. The pajamas fit nicely, but the robe was WAY too big! I printed out the return label listing the reason for return as the product did not fit the description online. Amazon said that this was not their fault and deducted the cost of shipping from my refund, and did not offer the opportunity for an exchange. So, now I have to re-order the robe in a smaller size, and the price has gone up $7 since Valentine's Day. This would have been a good deal if it had run true to size, but because of misrepresentations made I will end up paying close to the full price listed. 
MORAL: Order one size smaller than you think you need.",1,1,1
When I bought these shoes I didn't know they would look so pretty. I am glad I bought these shoes,1,0,0
This is the cutest swimsuit ever!  Very good quality and delivered quickly.  I can't wait for summer!,1,1,1
High quality but a little bit pain on the back side if ware it for a very long walk,1,1,1
this case is really nice and compact. there is a nice place for a card or x-tra batteries inside. is snuggly fits the HP digital camera. protects well. and well padded. very nice case,1,1,1
I run quite a lot - about 1600 Miles a year. Since more than 5 years i'm very happy with the model line of asics gel kayano. Also for marathons it is the best shoe.,1,1,1
These socks are wonderful for children with sensitive feet.  My son loves them and he won't wear anything else now.,1,1,1
"An incredible thong for the confident man. Extremely sexy, showing off your rear while hiding the essentials back there. Also to the front fits around your package in an incredible way creating almost a seperate pouch for each of the male genitals making an extremely natural fit and feel... except that the curvature will lift and extend your package quite a bit to create a significant effect under clothes and definitely when visable (although the sheerness will negate some of effect). It is quite sheer, extremely so when wet (near nude beach style), so be prepared to be showing off your stuff to that special someone or that nudish beach",1,1,1
I bought a pair for my wife and she told me how warm her feet were while wearing them so I decided to buy a pair for myself. I wear them without socks as they are so warm and comfortable--i think wearing socks w/ these shoes would get a little too warm for my feet.,1,1,1
"EEE's are hard to find in slippers.
Bought these and my husband loves them",1,1,1
"These pants were washed one time, following the washing instructions, they were not put in the dryer, and they shrunk not only around, but lengthwise.  I had purchased these same pants a year or so ago and didn't have any problems.  I look forward to your reply",0,0,1
"I purchased this item thinking that it would make a nice gift, but upon receiving it found it looks and feels like something from a dollar store, and it's not even worth the dollar.  
  Very cheezy item.",0,0,1
